Region,Product,Date,Sales
North,Game8,11/02/2011,25531.33198
North,Board1,23/03/2010,9515.95223
North,Board1,19/04/2010,10143.6234
South,Game3,23/04/2010,10826.30912
North,Game2,25/03/2015,100368.7845
South,Game1,12/12/2013,77247.31399
North,Dyno3,14/03/2010,8910.164869
North,Game4,19/08/2013,71760.75227
East,Game3,15/08/2011,34125.78297
North,Dyno1,12/12/2012,59144.07807
East,Dyno4,28/02/2012,43950.47772
South,Game9,25/05/2010,12595.81121
West,Game3,28/03/2016,119125.7416
South,Board4,28/10/2011,38248.43384
South,Dyno3,22/01/2010,6157.213004
West,Game2,14/07/2012,51192.26726
West,Board1,06/05/2011,29516.37082
North,Dyno4,25/07/2010,15258.2662
East,Game1,06/06/2015,103589.3577
South,Game7,08/01/2015,96914.32416
North,Dyno2,02/04/2012,45869.29735
North,Dyno4,25/10/2014,93036.60356
South,Game10,19/09/2010,18014.20054
North,Board2,17/04/2015,101592.6844
North,Game1,20/04/2011,28361.45151
West,Game5,06/12/2011,39704.01644
North,Game6,04/09/2012,53573.18259
North,Dyno4,30/07/2010,15392.11354
South,Dyno1,30/11/2013,76790.89249
South,Game2,28/12/2011,41458.73081
West,Board2,12/10/2012,55969.84613
West,Board1,20/01/2016,115556.9876
North,Board5,17/10/2013,74440.64092
South,Dyno5,27/05/2016,122076.0203
South,Board3,08/10/2015,110814.5862
South,Game5,03/04/2016,119461.275
West,Game5,12/08/2013,70636.10877
North,Board4,28/12/2012,59760.37748
North,Dyno1,27/04/2010,10862.12945
North,Game10,04/02/2014,80019.71181
South,Game10,27/04/2014,83934.68362
West,Dyno2,01/07/2014,86718.69966
West,Game3,03/05/2016,120797.9427
West,Game2,20/09/2012,54684.67438
North,Board3,11/08/2015,107513.3856
South,Dyno4,05/10/2014,92249.31116
South,Dyno5,30/03/2010,9746.935248
North,Game10,10/03/2012,45156.47171
West,Game5,08/05/2010,11392.58641
North,Board1,13/12/2013,77277.30056
South,Game3,26/05/2010,12623.19186
South,Board2,12/08/2014,89478.92341
North,Game4,10/12/2010,22641.41437
South,Board1,04/06/2014,85860.168
East,Board2,08/02/2011,24904.24883
North,Game9,11/09/2010,17970.34832
West,Game2,24/02/2013,62680.42183
South,Game10,14/05/2015,103090.3784
West,Dyno4,30/07/2015,106931.3841
East,Game5,27/04/2012,46593.92927
North,Game5,17/03/2014,81813.37486
South,Game2,02/01/2011,23616.91144
South,Game9,14/02/2015,99029.46457
East,Game3,14/11/2010,20215.45573
East,Board4,10/03/2016,117362.1283
East,Board4,28/04/2012,46815.5259
South,Game7,30/05/2012,49419.43756
South,Game7,09/02/2010,7340.859045
South,Game10,23/11/2013,76523.0117
North,Game6,18/10/2013,74425.14574
South,Game6,24/02/2015,99815.5314
North,Board4,07/09/2010,17819.03204
North,Dyno4,21/12/2014,95852.51919
North,Game4,18/07/2010,14886.97635
North,Game1,26/05/2014,85657.63647
West,Game10,22/04/2010,10894.69805
South,Board5,24/05/2015,103588.5738
North,Game4,14/09/2010,17782.86937
North,Game8,27/10/2015,111019.0713
South,Game1,21/10/2014,92903.2065
South,Game5,04/08/2010,15905.78582
East,Game8,16/11/2013,75071.54377
North,Board1,04/08/2011,33910.30077
North,Board2,13/05/2015,102927.8994
North,Game1,09/02/2011,25365.94465
West,Dyno5,11/11/2013,75498.41705
North,Game4,28/08/2011,35241.52341
West,Dyno3,15/10/2012,55929.02156
South,Game6,23/03/2013,63994.44429
North,Board4,21/02/2015,99474.16297
North,Game10,28/05/2015,103946.2536
North,Dyno1,12/12/2011,40795.38402
West,Game10,07/06/2010,12741.12412
South,Board3,28/11/2012,58000.44462
West,Board3,18/06/2010,13414.14575
East,Game3,25/05/2013,66627.48347
South,Game1,27/06/2015,105385.8142
South,Game9,14/05/2011,30310.30774
North,Game8,30/06/2014,87380.38518
North,Dyno4,09/04/2015,101479.6724
East,Board1,12/07/2010,14078.6664
North,Game1,19/02/2010,7851.205709
North,Game1,23/04/2013,65428.08215
North,Dyno5,03/04/2011,27936.15967
West,Board2,18/03/2015,99948.39705
West,Board3,14/05/2014,84890.42105
North,Game9,03/10/2015,110193.6933
South,Board5,29/08/2015,108500.2108
North,Game9,02/07/2010,14319.82907
North,Dyno4,31/08/2014,90319.43082
North,Dyno1,29/03/2010,9424.888636
West,Dyno4,31/03/2016,119315.4058
West,Game6,07/07/2013,68975.55179
South,Dyno5,30/12/2013,78408.56665
South,Dyno4,10/11/2011,39656.21031
North,Dyno2,14/02/2012,43749.85379
North,Game10,29/07/2014,88501.28626
North,Game3,21/10/2015,110987.5832
South,Board4,31/03/2012,46002.74862
North,Game5,10/10/2015,110621.2449
West,Board2,27/09/2013,73409.11433
East,Board1,25/12/2011,40515.03311
South,Board2,22/05/2015,103967.4496
West,Game2,20/02/2012,44017.6452
South,Game10,19/03/2010,9184.693179
North,Board2,02/09/2015,108595.7142
North,Game5,15/04/2012,46774.92771
South,Dyno4,30/06/2012,50805.31137
North,Game7,26/02/2015,99429.47243
North,Game4,23/09/2013,72842.46381
North,Board2,14/05/2014,84968.6003
East,Dyno4,06/05/2010,10458.30645
North,Board4,04/12/2012,58393.94875
West,Board1,06/05/2012,47850.44867
West,Game2,30/12/2011,41276.71386
North,Dyno2,11/06/2015,104274.6618
North,Board5,11/06/2011,31550.49164
South,Game1,22/08/2013,71560.17376
North,Game8,21/08/2011,35152.17129
South,Game6,16/11/2015,112266.5486
West,Dyno5,23/02/2012,44265.70967
North,Game1,26/09/2011,36886.85002
North,Game5,09/03/2014,81654.57884
East,Dyno3,19/12/2015,113577.3197
North,Game9,11/05/2016,121563.4947
West,Board2,28/08/2012,53532.10566
South,Game9,16/08/2015,107947.4561
West,Dyno4,20/05/2014,84935.11388
South,Game3,27/09/2010,19131.59727
North,Dyno5,30/09/2015,109934.7828
North,Game8,15/01/2014,78996.338
North,Dyno2,16/03/2012,45388.91667
East,Game4,26/11/2015,112385.1367
North,Game8,05/05/2015,102615.8354
South,Game6,24/01/2013,61128.16942
North,Dyno1,24/12/2011,41508.51761
North,Game5,06/12/2010,22338.08509
North,Dyno5,19/07/2010,15073.72716
North,Game1,08/01/2010,5349.771986
North,Game3,17/07/2011,33520.55014
North,Game8,09/12/2015,113462.553
South,Board3,27/10/2014,93243.35735
West,Board3,18/04/2015,101814.5165
North,Game6,21/01/2012,42635.69795
North,Dyno2,28/10/2012,56575.23746
North,Game8,26/10/2014,93145.27466
North,Board4,06/07/2010,14344.78556
North,Board4,09/06/2013,68067.34996
South,Game10,11/07/2010,15011.24565
East,Dyno3,12/09/2015,108525.1315
East,Board2,20/12/2011,40282.1791
South,Board5,25/08/2014,90432.02932
East,Game5,23/12/2010,22157.41682
West,Game9,28/10/2015,111126.8682
North,Game7,02/02/2014,79548.22119
North,Game10,16/09/2011,36514.81992
West,Game10,07/11/2012,57306.44069
North,Game8,24/01/2011,24432.83534
South,Dyno4,07/07/2013,69433.70993
East,Dyno2,30/03/2013,63897.8158
West,Board3,14/11/2011,39207.43649
North,Game3,04/08/2010,16011.06845
North,Dyno2,15/02/2013,62452.71426
North,Game3,03/08/2012,52146.00149
North,Game5,21/05/2011,30279.67289
North,Game7,18/11/2015,112361.1124
East,Game1,27/04/2011,28407.74359
North,Dyno5,22/02/2011,25868.58884
North,Game10,05/04/2015,101161.9963
West,Game3,18/07/2015,106317.1197
South,Game7,10/03/2012,45261.29402
East,Game10,19/06/2013,67658.02952
North,Dyno2,08/04/2013,64444.29147
North,Game7,10/11/2011,39049.80512
South,Board5,10/12/2012,59150.27338
North,Game10,16/04/2014,83616.7208
North,Game1,08/08/2014,89513.15887
East,Game5,04/02/2011,24433.28679
South,Board4,24/11/2013,76269.31082
North,Game9,30/07/2012,52286.1121
North,Board5,28/12/2010,23138.56793
South,Board3,06/02/2010,7154.065181
South,Dyno3,11/04/2011,28594.27069
North,Game1,19/08/2011,34471.55481
North,Dyno1,15/08/2011,34650.81233
West,Game4,28/05/2016,122218.3871
North,Game5,27/07/2011,33932.20785
North,Game1,20/12/2011,40578.71103
North,Game7,07/12/2012,58756.05941
East,Board5,12/02/2014,79856.17962
South,Game6,07/10/2012,56329.75637
West,Game4,05/04/2014,82600.42436
North,Dyno1,24/06/2012,50638.23567
South,Board5,15/04/2013,65376.92639
West,Game9,18/02/2016,116919.4338
East,Game8,09/05/2010,10871.24551
North,Game6,02/11/2013,75144.93525
East,Dyno4,02/01/2014,77629.44666
South,Game3,15/09/2015,109643.9851
East,Game4,14/09/2013,72271.15965
East,Board2,21/02/2016,116343.7322
North,Dyno5,06/07/2011,32371.74906
South,Game2,16/02/2015,98788.98014
South,Dyno5,25/12/2010,23151.32751
South,Dyno3,15/08/2011,35126.35816
North,Board2,10/06/2016,122751.98
South,Dyno4,11/03/2012,44916.03747
North,Game2,11/03/2010,8484.140488
North,Board1,05/01/2013,60175.31942
West,Game5,03/03/2010,7966.463212
North,Dyno3,06/07/2012,50897.3239
East,Game7,18/12/2011,40282.57053
South,Game7,02/06/2013,67561.09612
North,Game8,06/03/2012,44811.01456
East,Game10,20/12/2015,113554.8521
South,Board5,09/09/2012,54453.64246
North,Game3,15/10/2010,19475.1677
South,Dyno4,23/03/2010,9294.15731
North,Game2,21/07/2012,51478.66893
North,Board5,02/08/2011,33939.22251
West,Game5,08/02/2013,61870.86241
South,Dyno4,01/10/2010,19208.43743
West,Game1,21/05/2015,103636.7541
North,Game6,12/07/2015,105963.0488
West,Dyno4,03/10/2011,36503.01161
South,Dyno2,25/08/2015,108457.5011
West,Game7,09/11/2015,112176.7142
North,Game6,06/01/2016,114914.1673
North,Game8,13/07/2013,69239.34103
South,Game6,10/06/2015,104824.085
North,Board4,24/03/2010,9652.780481
North,Game5,17/06/2010,13767.81208
South,Dyno5,24/09/2015,109578.4576
South,Dyno4,18/02/2016,117339.8951
North,Dyno3,14/05/2016,121067.7229
North,Board1,15/04/2014,83484.35307
East,Game4,16/06/2015,104143.2203
South,Game3,03/03/2012,44857.73395
North,Game8,27/09/2015,109486.027
South,Game7,16/03/2016,118354.9647
North,Game2,06/07/2015,105493.6795
South,Dyno5,29/12/2012,60152.85272
East,Game5,07/05/2016,120548.6427
West,Board2,11/04/2010,10282.0724
North,Board2,06/01/2011,23581.65159
North,Board4,02/05/2010,11392.69707
South,Dyno1,23/01/2016,116051.5056
West,Game5,14/03/2010,8731.24783
North,Dyno1,03/05/2011,29619.97699
West,Board1,13/08/2015,107359.3634
West,Game3,13/10/2014,92248.60489
North,Dyno2,11/11/2013,75508.07295
North,Dyno4,12/05/2012,48434.05242
West,Board2,24/04/2010,10442.69125
East,Dyno5,20/04/2016,119276.5533
South,Board4,17/11/2013,75857.4599
North,Game8,03/08/2012,52319.73415
North,Game8,03/11/2012,56920.53108
South,Game10,30/03/2013,64570.81604
South,Game9,23/07/2010,15598.19524
West,Game9,10/01/2016,114836.9163
South,Dyno2,15/05/2011,30531.48189
West,Game10,23/03/2016,119214.8248
East,Game8,12/03/2012,44399.93596
South,Board4,11/10/2012,56158.82597
South,Game7,10/09/2012,54547.42422
North,Game9,12/03/2011,27035.17854
South,Game7,11/03/2015,100236.966
North,Board2,09/07/2011,32674.65906
South,Game8,18/06/2010,14095.63078
East,Game10,18/10/2011,37411.26524
West,Board5,18/10/2014,92431.02532
West,Board2,01/09/2012,53406.06591
North,Game3,18/12/2012,59519.75243
South,Board3,13/07/2012,51475.17035
East,Dyno3,16/07/2014,87182.96175
North,Game8,09/09/2014,90732.52964
North,Game4,07/09/2011,35966.99156
North,Game3,10/01/2016,115078.5722
North,Game8,27/07/2015,106668.8403
West,Game6,09/01/2013,60033.3751
North,Game4,21/01/2015,97590.05833
North,Game9,24/10/2013,74815.02106
North,Dyno2,19/03/2011,27206.29658
South,Board2,27/09/2011,37035.88174
North,Board5,14/09/2013,72589.92311
North,Dyno4,08/08/2013,71119.19719
East,Board1,01/02/2013,61387.49773
North,Board2,21/09/2015,109517.497
North,Game3,02/12/2012,58320.09803
North,Game10,02/07/2013,68725.96328
North,Board1,07/02/2016,115842.3546
East,Game3,18/07/2013,69355.57877
East,Game1,24/08/2013,71145.86573
North,Dyno5,08/06/2015,104431.1738
North,Game10,27/05/2010,12564.69536
South,Game9,21/04/2016,120463.7738
South,Board1,27/04/2014,83964.35776
South,Game7,31/10/2012,57279.39331
North,Game5,06/07/2014,87618.59475
North,Game4,22/09/2013,73240.89882
West,Dyno1,20/11/2011,39602.11589
North,Game6,23/01/2015,97965.12108
West,Game6,21/02/2013,62294.69775
East,Board5,02/04/2016,118382.4323
North,Game5,13/07/2010,14665.47811
North,Game3,25/01/2010,5868.799321
South,Board2,23/11/2014,94469.90292
West,Game8,29/05/2015,103410.8195
South,Board4,20/11/2010,21980.81196
North,Board5,20/11/2011,39431.58049
East,Board5,21/07/2010,14704.11232
North,Board2,29/08/2010,16990.76935
North,Game1,20/07/2010,15003.60384
West,Dyno1,08/05/2010,11255.37005
South,Dyno2,23/03/2015,100555.2663
West,Board4,21/05/2011,30085.44782
North,Game7,04/11/2011,38809.31154
North,Board5,20/01/2014,79032.44306
West,Game9,26/11/2014,94412.83347
South,Dyno5,11/12/2014,95116.1834
East,Game8,08/09/2012,53473.42362
North,Game4,16/06/2015,104612.0865
South,Board1,04/07/2014,87495.16038
North,Board4,18/07/2012,51453.14046
North,Board2,12/10/2013,74148.75693
North,Game6,07/03/2015,99655.27908
North,Game3,20/02/2015,98856.99446
South,Game4,02/07/2015,106063.375
North,Board2,12/09/2014,90702.10996
North,Board1,19/03/2015,100315.8787
North,Board3,16/10/2010,19317.75738
North,Board1,24/09/2015,109586.3961
West,Game7,21/11/2012,57632.50103
North,Game2,18/05/2014,84668.27083
North,Game10,30/12/2010,23555.25714
West,Board1,30/03/2012,45876.13888
North,Board4,10/05/2015,102810.7052
West,Game6,07/12/2013,76988.6445
North,Board5,22/09/2014,91380.88697
North,Board5,01/02/2011,24600.73149
North,Game1,19/01/2016,115516.5969
North,Dyno4,30/11/2010,21544.24988
North,Game6,09/02/2014,80336.3338
East,Dyno5,21/01/2012,41669.04845
South,Game6,19/08/2012,53548.97661
North,Board4,10/10/2011,37029.19499
North,Board4,18/10/2014,92823.06788
North,Game4,25/09/2015,109835.7185
North,Dyno3,09/08/2014,89216.53715
West,Game6,04/03/2016,117690.9968
North,Game4,13/11/2014,94003.27037
South,Dyno4,23/11/2011,39680.5003
West,Board5,09/11/2015,111734.4274
North,Game5,13/11/2012,57673.21549
North,Dyno4,21/02/2014,80808.04614
East,Game5,04/01/2013,59600.98121
South,Board2,26/09/2015,109609.8451
North,Board1,01/08/2011,33929.69643
South,Game7,24/04/2012,47683.05399
West,Board1,22/02/2013,62508.7109
West,Board3,10/06/2016,122509.0442
North,Board1,07/03/2014,81730.3903
South,Game3,27/12/2013,78153.49103
South,Board1,08/05/2012,48195.80248
South,Board2,05/06/2011,31453.25485
West,Dyno1,02/06/2016,122197.8523
West,Game8,04/01/2010,5609.971044
North,Board1,07/11/2012,57049.83684
East,Game7,01/04/2010,8885.406119
East,Game5,16/01/2011,23264.71002
North,Board3,10/04/2016,119411.6008
South,Board4,18/10/2015,110743.7198
North,Dyno2,25/03/2014,82206.7801
North,Dyno4,01/09/2014,90211.13627
North,Dyno2,08/03/2014,81353.5759
South,Board3,29/01/2011,25247.10533
South,Game3,11/10/2014,92489.29743
North,Board3,24/08/2010,17158.08106
West,Dyno5,03/03/2013,62619.21179
South,Game5,18/04/2013,65406.37215
North,Board2,24/06/2010,13431.43255
South,Game2,07/06/2013,67799.67665
East,Board4,08/02/2014,79516.638
West,Board2,01/02/2015,98072.13616
North,Game3,14/02/2015,98611.9721
East,Game10,10/05/2016,120551.7949
North,Board5,30/03/2015,100642.2266
North,Game1,18/06/2012,49896.44877
South,Board1,06/03/2013,63490.61022
North,Game7,26/11/2010,21244.61445
West,Board5,26/02/2013,62625.85518
East,Game4,21/01/2014,78368.40911
North,Board3,01/06/2013,67360.10507
South,Game4,14/10/2015,110872.1838
North,Game1,25/09/2011,36506.09767
South,Game6,30/08/2014,90480.20138
West,Game8,13/03/2013,63659.27946
East,Game4,09/01/2016,114462.9976
East,Game2,02/10/2011,36412.03679
West,Game7,30/01/2013,61587.85896
North,Game9,30/03/2013,64442.58778
North,Game3,13/12/2012,59180.2145
South,Dyno2,11/05/2012,48200.42246
East,Dyno1,03/04/2016,118425.2179
West,Board3,19/06/2011,31626.72321
East,Board2,27/09/2011,36102.76396
South,Game8,22/07/2014,88670.7591
North,Board2,09/02/2016,116560.7099
North,Board3,28/02/2012,44577.53322
South,Board3,07/10/2012,56091.38828
South,Game10,28/08/2013,72094.33119
North,Dyno3,26/01/2014,79393.76834
North,Board1,16/12/2010,22735.21339
North,Game9,16/02/2013,62178.70701
North,Game8,14/07/2012,51458.21455
North,Board4,22/12/2015,114267.2604
South,Dyno4,09/02/2015,98390.06976
South,Game1,05/09/2010,17778.76175
North,Game1,16/08/2014,89359.12322
North,Dyno3,21/03/2014,82289.9526
East,Game7,30/11/2010,21183.94784
North,Game1,04/11/2014,93601.86946
West,Board4,03/02/2013,61460.64511
West,Board2,10/05/2016,121108.9899
West,Game8,19/08/2011,34884.60617
East,Dyno5,08/05/2016,120754.938
North,Dyno1,01/06/2014,85530.14713
South,Board1,06/10/2014,92259.1695
West,Dyno4,12/01/2012,42363.38078
North,Game9,08/11/2011,38676.95439
North,Game6,28/10/2013,75213.16107
North,Game1,16/06/2012,49793.54926
North,Game10,06/05/2011,29539.91603
North,Game8,31/08/2014,89922.38637
West,Dyno3,11/12/2011,40125.2237
North,Board4,01/06/2010,12643.30066
South,Game4,14/08/2011,35036.05846
North,Dyno2,02/12/2015,113346.0798
South,Dyno4,15/09/2012,54934.18346
North,Game5,15/06/2010,12997.44954
South,Game6,07/07/2012,51449.45727
North,Board5,08/11/2014,93607.44315
South,Game6,08/10/2015,110374.9689
North,Game8,16/02/2012,44082.13985
East,Game4,05/04/2012,45972.93667
South,Game1,17/09/2013,73302.4581
North,Board3,19/12/2010,22631.29044
North,Game10,27/02/2013,62910.02646
West,Dyno1,02/12/2010,21748.65867
South,Game7,18/03/2014,82344.68816
North,Game6,25/11/2013,76472.75492
West,Game5,12/04/2014,83128.44833
West,Board5,03/06/2013,67361.83753
East,Game7,07/06/2012,48624.59634
South,Dyno2,03/09/2015,108921.7411
South,Dyno4,02/04/2010,9632.217853
South,Game6,06/05/2016,121497.9875
North,Board4,04/12/2010,22343.00005
North,Game1,26/10/2013,74541.35683
North,Game10,27/09/2010,18433.89847
North,Board1,11/09/2011,36540.98685
South,Game9,07/07/2011,32522.09237
North,Board4,14/10/2012,55716.85914
East,Board3,13/11/2014,93194.33594
South,Board2,27/03/2016,119110.7155
North,Dyno3,07/08/2015,107058.9409
East,Game10,18/01/2011,23795.51237
North,Dyno3,25/10/2011,38209.55505
North,Dyno3,20/09/2011,36593.15765
South,Board2,04/09/2011,35619.35371
South,Game2,06/06/2010,13139.56047
North,Dyno1,24/02/2015,99316.72412
South,Game1,12/02/2011,25520.76475
North,Game3,27/03/2012,45928.26712
North,Game6,10/11/2010,20810.05497
North,Game3,25/06/2013,68604.84587
North,Game1,22/05/2011,30548.73292
North,Game10,27/12/2011,41715.75066
North,Dyno1,06/09/2011,35874.2627
North,Board4,15/12/2015,114002.3973
North,Board5,09/03/2016,118206.569
North,Game7,18/02/2014,80711.87995
West,Dyno2,15/02/2011,26083.59402
East,Game10,26/08/2012,52747.22214
North,Board5,15/11/2014,94019.21232
South,Game2,27/06/2010,14263.97129
South,Game10,01/12/2011,40291.3778
North,Game1,31/07/2013,70567.17163
North,Game4,12/05/2011,30027.37113
North,Game4,20/09/2013,73031.96345
South,Dyno3,05/01/2014,78098.97052
West,Dyno5,24/05/2012,48561.48879
South,Game3,10/03/2013,63154.47483
North,Dyno1,16/06/2013,68147.73455
North,Dyno3,10/02/2010,6831.060953
East,Game2,09/05/2013,65700.51283
North,Dyno1,23/12/2014,95838.60804
South,Game7,30/01/2010,6681.6951
North,Game7,16/03/2010,8791.036813
South,Game8,03/06/2014,86034.93847
South,Game2,30/08/2015,108688.9169
South,Game5,13/05/2015,103206.0735
West,Game2,30/03/2013,63784.45024
West,Game9,24/07/2010,15221.74228
South,Game7,15/01/2016,115976.8637
North,Game9,29/04/2015,102181.4445
North,Game9,14/03/2015,99972.88878
West,Board2,08/11/2011,38885.38016
North,Game8,07/08/2015,107248.9071
South,Board5,07/02/2010,7189.158679
North,Game3,20/02/2013,62483.30934
North,Game5,22/02/2015,99103.83932
North,Game3,04/03/2016,117698.2959
North,Game2,28/08/2013,72162.13789
South,Game9,21/12/2015,114334.8379
South,Dyno5,31/12/2011,41826.82064
North,Game9,26/10/2013,74767.44613
South,Dyno1,20/10/2015,111167.3389
North,Game2,18/01/2014,78996.86227
South,Game8,14/04/2016,120160.2007
West,Game10,30/11/2011,39665.96218
North,Board1,31/07/2010,15563.32904
North,Game10,14/02/2016,116988.0563
North,Game1,19/12/2012,59192.52624
South,Game8,30/05/2010,12880.09224
West,Game2,04/07/2015,105359.9201
North,Dyno4,14/05/2011,29772.43991
North,Dyno2,23/09/2015,109977.955
West,Board1,07/01/2016,114939.4906
North,Game6,17/10/2015,111055.3993
North,Game6,21/10/2013,74244.64952
North,Board5,18/08/2014,89652.28982
North,Game8,29/03/2014,82348.93954
West,Board2,11/02/2014,79896.21705
West,Game6,07/03/2010,8396.437532
West,Dyno5,24/04/2015,101893.8667
North,Dyno1,19/03/2013,63862.09593
North,Board4,15/12/2015,113746.3754
North,Board3,21/04/2010,10795.34055
North,Board1,15/04/2016,120208.1529
East,Game9,19/11/2015,111512.4072
North,Game1,25/06/2012,50621.55491
West,Game2,01/07/2011,32114.27683
North,Game10,03/09/2011,35902.9378
East,Board2,30/09/2014,91133.97184
South,Board1,01/05/2015,102672.2223
North,Dyno1,09/12/2010,22109.416
West,Dyno2,20/10/2014,92987.08405
East,Dyno3,24/04/2012,46815.53784
North,Dyno3,24/05/2010,12010.77823
North,Game2,14/10/2013,74354.42539
West,Game2,02/11/2015,111348.1413
North,Dyno1,18/04/2010,10328.88949
North,Board5,27/03/2011,28026.49141
North,Board5,23/10/2014,92602.687
South,Dyno5,11/12/2013,77370.48586
South,Game4,08/02/2014,80233.53898
South,Game8,03/03/2016,118111.3396
East,Board2,01/02/2012,42863.01814
South,Game2,06/02/2014,80194.72219
East,Game4,17/10/2015,109699.6361
North,Game4,05/01/2015,96301.81973
North,Board4,14/02/2013,62197.448
North,Board5,04/07/2012,51063.48292
North,Dyno3,13/07/2013,69562.90222
South,Game4,19/01/2010,6408.267856
West,Dyno4,28/04/2013,65669.64363
North,Board2,10/08/2015,107450.7349
North,Game6,20/02/2013,62425.31645
South,Game10,29/04/2015,102693.3432
North,Game1,15/11/2011,39331.65543
North,Game1,31/07/2011,33876.96139
North,Board3,13/09/2012,54692.6211
East,Dyno3,08/06/2013,67435.87703
North,Board1,30/04/2014,84392.41682
West,Game1,26/08/2012,53393.82831
South,Game5,15/05/2012,48174.1127
North,Board2,28/04/2011,29301.6499
West,Game9,06/01/2015,96349.83963
South,Dyno5,17/11/2015,112912.8787
North,Dyno1,13/04/2016,120027.6245
North,Board5,26/07/2010,15244.7319
North,Game7,20/11/2014,94471.53814
South,Board1,04/03/2010,8480.507816
North,Game5,24/07/2015,106522.1621
North,Game7,08/12/2015,113314.923
North,Game3,07/01/2010,5243.003385
West,Dyno3,20/11/2010,20917.45169
East,Board3,15/12/2014,94812.07138
North,Dyno1,06/02/2011,25138.80988
North,Game8,19/08/2014,89493.11414
North,Board5,19/03/2011,26959.71095
North,Game3,29/07/2014,88574.21734
West,Game5,04/09/2012,54076.10734
East,Game1,04/07/2012,50423.1377
North,Game7,10/03/2014,81638.91563
South,Game5,13/08/2014,89264.13606
North,Dyno2,22/08/2011,34985.13384
North,Dyno3,07/02/2013,61537.42498
South,Dyno5,17/05/2014,85387.02582
North,Dyno3,17/05/2012,48626.22849
North,Board5,22/12/2015,114148.4777
South,Game4,10/02/2016,117081.6727
South,Game10,18/05/2016,121536.7867
West,Game9,25/02/2013,62778.25896
South,Game6,07/12/2010,22309.44207
North,Game8,18/12/2014,95606.20631
East,Game2,11/07/2012,50621.4801
North,Dyno3,16/12/2015,113638.2585
South,Dyno1,08/01/2010,5512.114089
South,Board3,12/05/2012,48834.32242
North,Game6,15/10/2012,55760.64615
North,Dyno3,20/03/2013,63632.97338
North,Board2,21/12/2015,114105.2535
North,Board1,30/01/2012,42880.69538
South,Dyno4,19/04/2016,120357.7053
West,Game9,28/04/2012,47265.86124
North,Board1,25/10/2012,56192.89362
East,Game6,25/01/2015,97031.98332
North,Board4,07/04/2011,28230.15564
West,Board4,28/09/2010,18520.07573
North,Dyno4,26/02/2010,7753.083752
North,Dyno5,31/03/2013,64095.3882
East,Game10,28/06/2014,86412.55079
West,Dyno3,07/01/2013,59999.96312
North,Board3,01/06/2015,103860.5197
South,Dyno3,08/04/2014,83352.60773
North,Dyno2,21/02/2016,117100.3675
South,Board4,12/10/2015,110758.9663
East,Game6,18/04/2014,83316.18979
North,Game10,28/08/2010,16998.69755
West,Dyno2,05/07/2013,69030.66299
North,Dyno1,07/04/2014,82992.35792
South,Board4,19/05/2011,30152.51373
South,Game1,22/03/2010,9048.378664
North,Board5,09/02/2011,25657.04245
North,Dyno2,05/06/2010,12817.66633
North,Dyno4,31/05/2011,30967.14087
North,Board5,17/09/2010,18108.75855
South,Board5,04/02/2011,25183.16133
South,Board5,30/06/2011,32392.95206
North,Game5,17/09/2012,54262.32088
East,Game3,02/10/2010,18185.32411
West,Game2,14/05/2016,121387.1944
West,Dyno5,09/10/2013,73999.64596
South,Dyno5,27/12/2012,59693.80788
North,Board5,05/01/2015,96704.31113
North,Game10,28/01/2013,61664.74144
South,Board4,31/10/2012,56686.19972
North,Game2,22/05/2010,12152.11866
North,Game7,28/04/2015,101908.6707
North,Game5,12/03/2010,8812.695843
North,Dyno2,07/11/2014,93903.3708
South,Board2,04/05/2014,84619.33129
East,Game3,25/06/2015,104632.1102
North,Game8,09/01/2016,115106.1239
North,Game1,13/01/2015,96742.24105
North,Game2,15/09/2013,72760.2176
South,Dyno4,08/02/2012,43650.06483
South,Game8,22/07/2012,52152.49209
North,Board3,20/02/2011,26080.79653
North,Board5,27/02/2012,44141.2033
North,Dyno5,19/12/2010,22934.00212
South,Game7,24/12/2013,77770.58884
West,Dyno2,25/05/2013,66884.7252
North,Game3,24/01/2011,24577.76802
North,Dyno1,04/10/2015,110216.2086
East,Board3,19/08/2010,16160.07997
North,Game9,01/01/2012,41594.75397
North,Game9,14/07/2013,69299.48009
West,Dyno4,08/03/2014,81552.26169
North,Game9,07/05/2012,48168.94245
South,Dyno1,18/08/2014,89485.16626
North,Dyno5,05/09/2011,35648.01238
South,Game4,11/02/2010,7416.252921
South,Dyno1,16/02/2014,80942.89476
North,Game6,12/07/2014,87833.28265
North,Game8,24/07/2012,51880.97218
West,Game4,18/09/2012,54282.77247
East,Game2,31/12/2013,77711.47546
West,Game10,05/11/2015,111292.6509
South,Dyno4,24/11/2012,58088.78937
South,Game1,24/03/2012,45874.76972
South,Board4,09/05/2016,121453.1826
North,Game2,31/08/2011,35705.70976
North,Board1,25/10/2012,56283.29005
North,Game1,07/06/2013,67820.35528
South,Game9,06/01/2012,42173.09499
South,Dyno2,03/02/2014,79859.53155
South,Game10,31/03/2015,100572.2931
South,Game6,04/06/2016,122646.0555
North,Dyno2,03/01/2010,5086.042808
West,Game1,14/04/2016,119786.9334
North,Dyno4,18/03/2013,63975.76408
West,Game2,29/11/2010,21627.41726
West,Board5,12/10/2014,91790.86721
West,Board4,11/03/2011,26702.79728
North,Board4,01/05/2015,102377.726
East,Game7,28/02/2015,98483.77972
